model-1645326242, 0, 1645326250.099, 0.211, 0.199
model-1645326242, 0, 1645326250.101, 0.214, 0.22
model-1645326242, 0, 1645326250.103, 0.209, 0.21
model-1645326242, 0, 1645326250.105, 0.212, 0.218
model-1645326242, 0, 1645326250.107, 0.212, 0.207
model-1645326242, 0, 1645326250.11, 0.211, 0.209
model-1645326242, 0, 1645326250.112, 0.213, 0.213
model-1645326242, 0, 1645326250.114, 0.208, 0.212
model-1645326242, 0, 1645326250.116, 0.215, 0.2
model-1645326242, 0, 1645326250.119, 0.211, 0.202
model-1645326242, 0, 1645326250.121, 0.208, 0.212
model-1645326242, 0, 1645326250.123, 0.206, 0.196
model-1645326242, 0, 1645326250.125, 0.207, 0.208
model-1645326242, 0, 1645326250.127, 0.207, 0.223
model-1645326242, 0, 1645326250.13, 0.202, 0.204
model-1645326242, 0, 1645326250.132, 0.203, 0.214
model-1645326242, 0, 1645326250.134, 0.212, 0.207
model-1645326242, 0, 1645326250.137, 0.199, 0.203
model-1645326242, 0, 1645326250.139, 0.201, 0.22
model-1645326242, 0, 1645326250.141, 0.209, 0.208
model-1645326242, 0, 1645326250.143, 0.202, 0.213
model-1645326242, 0, 1645326250.146, 0.201, 0.206
model-1645326242, 0, 1645326250.148, 0.202, 0.209
model-1645326242, 0, 1645326250.15, 0.21, 0.197
model-1645326242, 0, 1645326250.152, 0.205, 0.213
model-1645326242, 0, 1645326250.155, 0.209, 0.202
model-1645326242, 0, 1645326250.157, 0.203, 0.204
model-1645326242, 0, 1645326250.159, 0.203, 0.203
model-1645326242, 0, 1645326250.161, 0.207, 0.208
model-1645326242, 0, 1645326250.163, 0.207, 0.206
model-1645326242, 0, 1645326250.166, 0.206, 0.206
model-1645326242, 0, 1645326250.168, 0.204, 0.214
model-1645326242, 0, 1645326250.17, 0.205, 0.214
model-1645326242, 0, 1645326250.172, 0.201, 0.195
model-1645326242, 0, 1645326250.174, 0.204, 0.182
model-1645326242, 0, 1645326250.177, 0.197, 0.217
model-1645326242, 0, 1645326250.179, 0.203, 0.204
model-1645326242, 0, 1645326250.181, 0.202, 0.194
model-1645326242, 0, 1645326250.183, 0.203, 0.21
model-1645326242, 0, 1645326250.185, 0.195, 0.209
model-1645326242, 0, 1645326250.188, 0.208, 0.191
model-1645326242, 0, 1645326250.19, 0.2, 0.196
model-1645326242, 0, 1645326250.192, 0.2, 0.21
model-1645326242, 0, 1645326250.194, 0.205, 0.19
model-1645326242, 0, 1645326250.196, 0.199, 0.209
model-1645326242, 0, 1645326250.199, 0.202, 0.187
model-1645326242, 0, 1645326250.201, 0.199, 0.215
model-1645326242, 0, 1645326250.203, 0.201, 0.205
model-1645326242, 0, 1645326250.205, 0.204, 0.18
model-1645326242, 0, 1645326250.207, 0.203, 0.19
model-1645326242, 0, 1645326250.21, 0.196, 0.207
model-1645326242, 0, 1645326250.212, 0.202, 0.2
model-1645326242, 0, 1645326250.214, 0.206, 0.206
model-1645326242, 0, 1645326250.216, 0.198, 0.199
model-1645326242, 0, 1645326250.218, 0.202, 0.197
model-1645326242, 0, 1645326250.221, 0.201, 0.191
model-1645326242, 0, 1645326250.223, 0.205, 0.191
model-1645326242, 0, 1645326250.225, 0.206, 0.197
model-1645326242, 0, 1645326250.227, 0.201, 0.191
model-1645326242, 0, 1645326250.229, 0.197, 0.191
