model-1645326242, 0, 1645326248.022, 0.214, 0.212
model-1645326242, 0, 1645326248.024, 0.218, 0.207
model-1645326242, 0, 1645326248.025, 0.212, 0.23
model-1645326242, 0, 1645326248.027, 0.215, 0.224
model-1645326242, 0, 1645326248.029, 0.216, 0.207
model-1645326242, 0, 1645326248.031, 0.214, 0.207
model-1645326242, 0, 1645326248.032, 0.217, 0.214
model-1645326242, 0, 1645326248.034, 0.211, 0.212
model-1645326242, 0, 1645326248.036, 0.219, 0.216
model-1645326242, 0, 1645326248.037, 0.215, 0.2
model-1645326242, 0, 1645326248.039, 0.212, 0.208
model-1645326242, 0, 1645326248.04, 0.21, 0.219
model-1645326242, 0, 1645326248.042, 0.211, 0.222
model-1645326242, 0, 1645326248.044, 0.211, 0.2
model-1645326242, 0, 1645326248.045, 0.205, 0.213
model-1645326242, 0, 1645326248.047, 0.207, 0.211
model-1645326242, 0, 1645326248.049, 0.216, 0.217
model-1645326242, 0, 1645326248.05, 0.203, 0.225
model-1645326242, 0, 1645326248.052, 0.205, 0.197
model-1645326242, 0, 1645326248.053, 0.212, 0.219
model-1645326242, 0, 1645326248.055, 0.206, 0.207
model-1645326242, 0, 1645326248.057, 0.205, 0.188
model-1645326242, 0, 1645326248.058, 0.206, 0.221
model-1645326242, 0, 1645326248.06, 0.214, 0.201
model-1645326242, 0, 1645326248.062, 0.209, 0.223
model-1645326242, 0, 1645326248.063, 0.213, 0.201
model-1645326242, 0, 1645326248.065, 0.208, 0.22
model-1645326242, 0, 1645326248.066, 0.207, 0.206
model-1645326242, 0, 1645326248.068, 0.212, 0.205
model-1645326242, 0, 1645326248.07, 0.212, 0.186
model-1645326242, 0, 1645326248.071, 0.21, 0.193
model-1645326242, 0, 1645326248.073, 0.208, 0.222
model-1645326242, 0, 1645326248.075, 0.21, 0.222
model-1645326242, 0, 1645326248.076, 0.206, 0.217
model-1645326242, 0, 1645326248.078, 0.209, 0.221
model-1645326242, 0, 1645326248.079, 0.201, 0.187
model-1645326242, 0, 1645326248.081, 0.207, 0.223
model-1645326242, 0, 1645326248.083, 0.206, 0.211
model-1645326242, 0, 1645326248.084, 0.207, 0.196
model-1645326242, 0, 1645326248.086, 0.2, 0.209
model-1645326242, 0, 1645326248.088, 0.213, 0.221
model-1645326242, 0, 1645326248.089, 0.205, 0.221
model-1645326242, 0, 1645326248.091, 0.205, 0.21
model-1645326242, 0, 1645326248.092, 0.21, 0.19
model-1645326242, 0, 1645326248.094, 0.204, 0.208
model-1645326242, 0, 1645326248.096, 0.208, 0.22
model-1645326242, 0, 1645326248.097, 0.204, 0.184
model-1645326242, 0, 1645326248.099, 0.207, 0.2
model-1645326242, 0, 1645326248.101, 0.209, 0.215
model-1645326242, 0, 1645326248.102, 0.208, 0.213
model-1645326242, 0, 1645326248.104, 0.201, 0.207
model-1645326242, 0, 1645326248.105, 0.208, 0.186
model-1645326242, 0, 1645326248.107, 0.211, 0.21
model-1645326242, 0, 1645326248.109, 0.204, 0.219
model-1645326242, 0, 1645326248.11, 0.208, 0.219
model-1645326242, 0, 1645326248.112, 0.207, 0.207
model-1645326242, 0, 1645326248.114, 0.211, 0.214
model-1645326242, 0, 1645326248.115, 0.212, 0.213
model-1645326242, 0, 1645326248.117, 0.207, 0.196
model-1645326242, 0, 1645326248.118, 0.203, 0.211
